NIVEAU	METADATA_TV_HC	METADATA_KA	INLEIDING_BRON1	TEKSTBRON_OFURL	TOELICHTING_BRON																						
VWO	Tijdvak 9	KA 40 - het voeren van twee wereldoorlogen, KA 38 - Het in praktijk brengen van de totalitaire ideologieën communisme en fascisme/nationaal-socialisme	"In 1942 wordt de Nederlandsche Oost Compagnie (NOC) opgericht onder leiding van Meinoud Rost van Tonningen. In hetzelfde jaar verspreidt de NOC de brochure
Het Oosten roept!:"	"Er is werk, oneindig veel werk daar in het Oosten, waar eens Europa's korenschuur lag (…). Daar, in Litouwen, achter Polen in Wit-Roethenië (Wit-Rusland), in de Oekraïne, ergens in dit wijde land, werken reeds duizenden en tienduizenden werkers in landbouw- of industriebedrijf.
Voegt U bij hen. (…)
De vroegere Russische gebieden zijn van een geweldige omvang. Zij zijn niet alleen uitermate vruchtbaar, doch bevatten bovendien talrijke bodemschatten (steenkool, ijzer, mangaan, enz., enz.). De Sovjet-Unie heeft deze gebieden nooit behoorlijk ontwikkeld, zij heeft een oppervlakkige roofbouw gepleegd
aan de economische mogelijkheden, om slechts snel de benodigde krachten uit de bodem te halen, teneinde het leger tot een alles vernielend instrument voor de aanval op Europa te maken. Zij heeft daartoe de bevolking laten
omkomen van honger op de rijkste grond ter wereld. En zij heeft zich aldus deze grond niet waardig getoond. (…)
Het Duitse volk en de Duitse weermacht, hun verbondenen en de
vrijwilligerslegioenen (waaronder ook duizenden Nederlanders!), hebben met ontzaglijke offers aan bloed en goed deze gronden vrij gemaakt voor allen – uw bijdrage zal de inzet zijn van uw arbeidskracht.
Dat is trouwens niet voor het eerst in de geschiedenis. Op vele plaatsen in deze Oostelijke gebieden kan men nog afstammelingen van Nederlanders ontmoeten, die tezamen met anderen van Germaanse bloede, in vroeger
eeuwen uittrokken om dit land te ontginnen. Maar zij waren niet groot in aantal en werden niet gesteund door het moederland, al wisten zij zich moeizaam te handhaven. Thans is dit anders; nog nimmer in de geschiedenis is een
systematische ontginning van een zó groot gebied op zó grootscheepse wijze opgezet. (…)
Dus Nederlandse werkers, slaat de handen ineen en voegt U bij ons. HET OOSTEN ROEPT!"																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"Op 13 april 1939 spreekt de Amerikaanse consul Raymond Geist met de Duitse
generaal Franz Halder. Geist schrijft in zijn verslag:"	"Berlijn, 13 april 1939
Ministerie van Buitenlandse Zaken, Washington, 247, 13 april, 5 p.m. Strikt geheim
Afgelopen nacht heb ik een vertrouwelijk gesprek gehad met de chef van de Duitse generale staf over de politieke situatie in Europa.
Ik heb de generaal een duidelijk en niet mis te verstane uiteenzetting gegeven van onze ideeën over de recente gebeurtenissen in Europa. Hij leek zeer
bezorgd over de mogelijkheid dat de Verenigde Staten, als de oorlog uitbreekt, hun gewicht in de strijd gooien aan de kant van de mogelijke
vijanden van Duitsland. Hij zei dat het Duitse leger onder alle omstandigheden Hitlers programma van internationale actie en onderhandelingen zou volgen.
(...)
De generaal zei dat Hitler tot doel heeft voor Duitsland voldoende
levensruimte te verkrijgen, zodat het land zelfvoorzienend is op het gebied
van grondstoffen en voedsel. Hij zei dat Hitler zijn pogingen niet zou opgeven om dit te bereiken. Hij gelooft dat Hitler en zijn nationaalsocialistische regime zouden terugtreden als dit was bereikt. Hij zei dat Hitler hoopt dat de westerse democratieën een realistische kijk ontwikkelen op de positie van Duitsland en dat zij zich niet zullen bemoeien met de Duitse plannen voor Oost-Europa.
Maar sinds Engeland en Frankrijk diplomatieke acties ondernemen om
Duitslands oostelijke expansie te verhinderen, richtte Hitler zich weer op het Westen. De generaal suggereerde dat als Duitslands expansie in het oosten wordt gedwarsboomd, Hitler zich gedwongen ziet de tegenwerking in het
Westen te beëindigen."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"Op 13 april 1939 spreekt de Amerikaanse consul Raymond Geist met de Duitse
generaal Franz Halder. Geist schrijft in zijn verslag:"	"Berlijn, 13 april 1939
Ministerie van Buitenlandse Zaken, Washington, 247, 13 april, 5 p.m. Strikt geheim
Afgelopen nacht heb ik een vertrouwelijk gesprek gehad met de chef van de Duitse generale staf over de politieke situatie in Europa.
Ik heb de generaal een duidelijk en niet mis te verstane uiteenzetting gegeven van onze ideeën over de recente gebeurtenissen in Europa. Hij leek zeer
bezorgd over de mogelijkheid dat de Verenigde Staten, als de oorlog uitbreekt, hun gewicht in de strijd gooien aan de kant van de mogelijke
vijanden van Duitsland. Hij zei dat het Duitse leger onder alle omstandigheden Hitlers programma van internationale actie en onderhandelingen zou volgen.
(...)
De generaal zei dat Hitler tot doel heeft voor Duitsland voldoende
levensruimte te verkrijgen, zodat het land zelfvoorzienend is op het gebied
van grondstoffen en voedsel. Hij zei dat Hitler zijn pogingen niet zou opgeven om dit te bereiken. Hij gelooft dat Hitler en zijn nationaalsocialistische regime zouden terugtreden als dit was bereikt. Hij zei dat Hitler hoopt dat de westerse democratieën een realistische kijk ontwikkelen op de positie van Duitsland en dat zij zich niet zullen bemoeien met de Duitse plannen voor Oost-Europa.
Maar sinds Engeland en Frankrijk diplomatieke acties ondernemen om
Duitslands oostelijke expansie te verhinderen, richtte Hitler zich weer op het Westen. De generaal suggereerde dat als Duitslands expansie in het oosten wordt gedwarsboomd, Hitler zich gedwongen ziet de tegenwerking in het
Westen te beëindigen."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"Verslag van een geheime bespreking op 5 november 1937 tussen Adolf Hitler, de
Duitse minister van Buitenlandse Zaken en de Duitse legerleiding:"	"De Führer is van mening dat met grote waarschijnlijkheid Engeland, en naar het zich laat aanzien ook Frankrijk, in stilte Tsjecho-Slowakije al hebben
afgeschreven en zich ermee hebben verzoend dat deze zaak binnenkort door Duitsland in het reine wordt gebracht. De problemen binnen het Britse
wereldrijk en het vooruitzicht om opnieuw in een grote Europese oorlog verwikkeld te raken, zullen beslissend zijn voor Engeland om niet deel te
nemen aan een oorlog tegen Duitsland. De Engelse opstelling zal beslist niet zonder gevolgen zijn voor Frankrijk. Een optreden van Frankrijk, zonder
Engelse steun en met het vooruitzicht dat zijn offensieven zouden vastlopen op onze westelijke verdediging, lijkt niet erg waarschijnlijk. (...) Natuurlijk zal het noodzakelijk zijn om het westen af te grendelen wanneer we onze
aanvallen op Tsjecho-Slowakije en Oostenrijk uitvoeren. Hierbij dient nog in aanmerking genomen te worden dat de verdedigingsmaatregelen van
Tsjecho-Slowakije van jaar tot jaar in kracht toenemen en dat ook het Oostenrijkse leger steeds sterker wordt."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"In 1914 gaat de Engelse journalist Philip Gibbs naar het front in Frankrijk. In zijn
memoires vertelt hij:"	Een van onze ergste tegenstanders was Sir Douglas Haig. Hij had de vooroordelen van een ouderwetse cavalerieofficier tegen oorlogsverslaggevers en 'schrijvende lieden' en maakte daar geen geheim van. Toen hij opperbevelhebber werd, liet hij ons bij zich roepen en beledigde ons. Een van zijn opmerkingen was dat wij "alleen schreven voor Mary Ann in de keuken". Ik liet me dat niet zeggen en vertelde hem dat we niet alleen schreven voor Mary Ann, maar voor de hele natie en het Rijk en dat hij zijn oorlog niet in het geheim kon voeren.																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"Op 3 juli 1918 werden in Nederland de eerste verkiezingen met algemeen
mannenkiesrecht gehouden. Hieronder staan drie fragmenten uit verschillende verkiezingsprogramma's, waarin aandacht besteed wordt aan de
Eerste Wereldoorlog:"	"fragment A
1 Krachtige medewerking in de geest van de vredesnota van Zijne Heiligheid de Paus met streven naar geleidelijke internationale ontwapening. (…)
3 Bevordering van maatregelen tot verheffing van het zedelijk leven bij land- en zeemacht.
fragment B
Internationale ontwapening en oplossing van alle problemen tussen de staten, zijn de meest dringende politieke vragen geworden, nu de oorlog geen van de strijdende partijen tot de beslissende overwinning, maar alleen naar de
ondergang bleek te voeren. De grootkapitalistische groepen, die de banken (…) en de oorlogsindustrieën in handen hebben, dreven in alle landen de
regeringen tot steeds toenemende bewapening. Resultaat hiervan is de massamoord der miljoenen en het bankroet van Europa. De eerste
voorwaarde voor een politiek van vrede, menselijkheid en vooruitgang, is deze groepen de macht over de regeringen te ontnemen.
fragment C
Bij het eindigen van de oorlog verleent Nederland zijn medewerking om een algemene ontwapening te bereiken en ter bevordering van een vreedzame
internationale belangenregeling en beslechting van geschillen langs de weg van overleg. (…)
Als na de oorlog het maatschappelijk leven zijn normale loop gaat hernemen, wordt de uitgebreide staatsinmenging in landbouw, handel en bedrijf
geleidelijk opgeheven (…). Ten opzichte van het internationale ruilverkeer keert ons land terug naar het beginsel van vrije handel, dat tot nog toe zijn handelspolitiek beheerste."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	De achterkant van een biljet van vijftig pfennig uit 1921, noodgeld uitgegeven door de stad Bitterfeld (Duitsland), een centrum van de bruinkoolwinning:	https://lh3.googleusercontent.com/5qKBjte5qJ3Hk8uqitHIWNVmMj1uBqmum__r0XuckTYlPBQ_J-PFds7wYn73c-GFykfGv5tYNLuIt2vHJucjwF25Y_q_mr7mnTQ_n9zFtxaQmnEnyz0ZB5hjlkX9GQxtJB2v9l0	"Vertaling van de tekst op het bankbiljet:
De kolenuitvoer van Duitsland
Uitvoer van april 1920 tot en met maart 1921: 28,1 miljoen ton waarvan herstelbetalingen: 67,1%.
Aan Polen, Hongarije, Danzig, Memel, Duits-Oostenrijk: 21,4%. Uitvoer tegen wereldmarktprijzen: 11,5%.

Toelichting:
Dit bankbiljet was alleen geldig in Bitterfeld.
Op het biljet rijden kolentreinen naar het westen (in de richting van Keulen). Aan de linkerkant staat de Eiffeltoren (Frankrijk)."																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"
In de Duitse stad Krefeld vervangt de Amerikaanse sergeant George Kaufmann op 9 maart 1945 het straatnaambord. De Adolf Hitlerstraat wordt de
Roosevelt Boulevard, genoemd naar de Amerikaanse president:"	https://lh3.googleusercontent.com/fr6FxaUdw66hc797hH6_0fjpRC3TQeuX5pWuigO_-IfjIzXIaSzuFtmC0ARbswcM-YmbsyahP7ryIWwu7MDpjdOOPBFLIjWUb_i1Zgml4zT5xa263L6bAkasyt2HkRm7jsAOzck																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"
Deze briefkaart, met daarop inwoners van Berlijn die de terugkerende Duitse legers verwelkomen, wordt in januari 1919 door een Duitse soldaat naar zijn familie gestuurd:"	https://lh3.googleusercontent.com/giAhUOnHxOTSkz3swkm6gerExXAokmAGv2PNKN95VuqGC8N4EstH2xxeojn0CHnadYq8H3s1xhIRJX_M2kd1bFqFfB7YXYyoSamWsx76DFG3-tD-MMBUPQY7xGBHj1XHj9eYglg	"Op de achterkant van de briefkaart staat gedrukt:
""Ontvangst van onze onoverwonnen troepen op de Pariser Platz in Berlijn, december 1918."""																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	Een Nederlands affiche gemaakt tijdens de Eerste Wereldoorlog, 1914-1918	https://lh3.googleusercontent.com/R_9Xz4NHL8IGRfFQNCnNLYp6l5TuKrz-16FPSDEdKz49dwa32L6eRwg7VMUxl809bIZrRvQiHuAn-b91cfHJqZlzEeXy2jS1IgwL_DTkxP3hESFwQVSf375QriVIuvIFelx9uhk	"Vertaling tekst in de prent:
Landbouwers, gij alleen kunt de hongersnood buiten de grenzen houden. Levert uw koren aan de regering.

""Toelichting:
Nederland was neutraal tijdens de Eerste Wereldoorlog."""																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"Enkele dagen na de Conferentie van München verscheen in oktober 1938 deze prent van David Low in de Britse krant de Evening Standard.
De titel luidt: ""Europa kan uitzien naar een vredevolle kerst"":"	https://lh4.googleusercontent.com/_W6hsj4kMrc4PbCptwW5ZiMIOl2YWE6uGqMlngf47qj_C1IbmVZOebCMWUe1ahdkSUthmCRITPbDNoJ19SJIkm3vjUxkj3MeHqvMODwa9ehbcC3CRsbFFWviHjGpgpVwFPlEgkk	"Toelichting:
De man links is Hitler.
Op de zak staat: Duitsland boven alles.
Op het bed staat: Voormalig Frans-Britse familie, met daaronder: Oostenrijk, Tsjecho-Slowakije, Polen, Hongarije, Joegoslavië, Roemenië, Bulgarije, Griekenland, Turkije."																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	Een Franse prentbriefkaart uit de Eerste Wereldoorlog:	https://lh4.googleusercontent.com/BvRwfoYJLxEVhMBZmjTBUPhOzfVsGaWzoFGcg_eLjIqURi9ACMR6EWFqifilEDi08c5mzjoQcjfbU7Qdkrsy2z0cHUxNHYDjY7tYGHf68CccIxryLLWIz0Ludt0UyCg8wqUgu-I	"De tekst op de prentbriefkaart luidt:
“De Geallieerden
Het mysterieuze India strijdt aan de zijde van het loyale Engeland om de beschaving te verdedigen.”

""Toelichting
Frankrijk en Engeland zijn bondgenoten in de Eerste Wereldoorlog, India is een kolonie van Engeland in deze tijd."""																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"
Walter Frentz is in 1943 verslaggever voor het Duitse bioscoopjournaal. Hij maakt
deze foto van zijn moeder in haar huis in de Duitse stad Stuttgart. De foto is genomen na een geallieerd bombardement op de stad in de herfst van 1943:"	https://lh4.googleusercontent.com/hurKicwp7WJBRCxR9H0lEeYfC8M8UnJzCf3-0_VTtGECSMlYLrdmdB4Pfk6urZjofgkuWGSzg_hwo5DJpEM7XAi0tkIYf6ffdX6i1sqjWjA3Sq4Ujy3oTuDxhkdZnDpUqwAeP2k																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	Een spotprent van de tekenaar Kem uit december 1945, “Een kerstkaart”	https://lh5.googleusercontent.com/G9gg0V4JN3kKhcd7ZvLDW27PaNL2VpJwEBC4dwBB9Y6q62Pm8SENmIVItEqYqlAKhAcfSB2cThV7xAUIyZOJFCN5SO79yc9KB3YLrPMm6W0_OmgN8d0IFexzRxURKCA2p7qL9VU	"Toelichting
Op de prent staan (boven van links naar rechts): Harry S. Truman (president van de Verenigde Staten), Josef Stalin (leider van de Sovjet-Unie) en Charles de
Gaulle (regeringsleider van Frankrijk); daaronder Clement Attlee (minister- president van Groot-Brittannië) en rechtsonder in de hoek Tsjang Kai-sjek
(president van China)."																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	"
In februari 1912 vindt in de Duitse stad Mainz de jaarlijkse carnavalsoptocht plaats. Een van de praalwagens stelt John Bull (Groot-Brittannië) voor."	https://lh5.googleusercontent.com/Y_gnanafyxpe51x0-Qqd3p4WAgqiRbfcbE3vHFiKpCLF-7hLg99Gpiq2LDNaXdI7ztxhzgnZXcOsimRv7triU21tqoMa5VFF5gDO8MJOyU-YRUN3kZniz84HFu-7mslE3aGWl3s	"Toelichting:
Op het kleine scheepje dat John Bull vasthoudt staat: Deutsche Flotte (Duitse vloot)."																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	Een foto van een straat in Berlijn eind 1945, met Trümmerfrauen, vrouwen die aan het puinruimen zijn:	https://lh6.googleusercontent.com/LnGzJiUEpMspJxb0WxZmd_oGqEUdTrXmzF4nzuoHGdL0-ldGFQ2EKutGODxEmDkmo5TlNtje1ZtgKEjCc_nHTKEdQEqhbvRVl4nzDzTfrlGpldOAlhBrDbA59FvKd8cXh36U17U																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen	Een foto van Duitse soldaten die in augustus1914 naar het front vertrekken:	https://lh6.googleusercontent.com/MJikwwkIqvwjYBjl50DDlSg7N66412rYC-LkG1XJWCQn0dwtiUZ0bBFjZd8BljVom85oaXM-EHGaE0ML_isgJndl3DMtfIXTxZYA4XdrwaTREqWm0fxP9lFxEEpVJ7xQjm9lnTo	"Toelichting:
Op de wagon staat onder andere: ""Van München via Metz naar Parijs"" en
""Slaapwagen met Münchner HB van de tap"" (H(of) B(räu) is een Duits biermerk)."	262	11																				
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen, betrouwbaarheid	"Verslag van een geheime bespreking op 5 november 1937 tussen Adolf Hitler, de
Duitse minister van Buitenlandse Zaken en de Duitse legerleiding:"	"De Führer is van mening dat met grote waarschijnlijkheid Engeland, en naar het zich laat aanzien ook Frankrijk, in stilte Tsjecho-Slowakije al hebben
afgeschreven en zich ermee hebben verzoend dat deze zaak binnenkort door Duitsland in het reine wordt gebracht. De problemen binnen het Britse
wereldrijk en het vooruitzicht om opnieuw in een grote Europese oorlog verwikkeld te raken, zullen beslissend zijn voor Engeland om niet deel te
nemen aan een oorlog tegen Duitsland. De Engelse opstelling zal beslist niet zonder gevolgen zijn voor Frankrijk. Een optreden van Frankrijk, zonder
Engelse steun en met het vooruitzicht dat zijn offensieven zouden vastlopen op onze westelijke verdediging, lijkt niet erg waarschijnlijk. (...) Natuurlijk zal het noodzakelijk zijn om het westen af te grendelen wanneer we onze
aanvallen op Tsjecho-Slowakije en Oostenrijk uitvoeren. Hierbij dient nog in aanmerking genomen te worden dat de verdedigingsmaatregelen van
Tsjecho-Slowakije van jaar tot jaar in kracht toenemen en dat ook het Oostenrijkse leger steeds sterker wordt."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen, betrouwbaarheid	"
Viktoria Louise von Hohenzollern, de dochter van keizer Wilhelm II, schrijft in
haar memoires over een gebeurtenis die zich afspeelt op 25 november 1914 in het Duitse hoofdkwartier in Charleville (Frankrijk)"	"Vader sprak tijdens het eten over het nieuws van de ondergang van het Engelse slagschip Audacious, dat op een Duitse mijn was gelopen. Een van de aanwezigen merkte op, dat het maar een haar gescheeld had, of ook het
passagierschip Oceanic, een van de Engelse zeereuzen, was op een mijn gelopen. Vader antwoordde: ""God zij dank, is dat niet gebeurd."" Toen hij zag dat zijn woorden zijn gesprekspartner verbaasden, ging de keizer rechtop zitten en zei met klem: ""Denkt er altijd aan, mijne heren, dat ons zwaard onbezoedeld moet blijven. Wij voeren geen oorlog tegen vrouwen en kinderen. Wij zullen de
oorlog fatsoenlijk voeren; het geeft niet wat de anderen doen. Houdt daar
rekening mee."""	"Vertalingen
World's Highest Standard Of Living De hoogste levensstandaard van de
wereld.
There's no way like the American Way De Amerikaanse manier is de beste."																						
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen, KA 36 - De opkomst van politiek-maatschappelijke stromingen: liberalisme - nationalisme - socialisme - confessionalisme en feminisme	"Tekening van Albert Hahn uit 1916 in de Notenkraker, een weekblad in Nederland, met als titel: “De oorlogsgruwel houdt aan”
Onderschrift
“Langs de troon van de heerser”
Toelichting
Op de voet van het monument staat het woord “kapitalisme”."	https://lh4.googleusercontent.com/DUL50-EoCSpORQjUbLtR4LAtitT39-zyNq0XnSqs7xJ0_pTloAf09T5vsygF_5MZPdmcblDPqrvmEArOX52DQeG3GwJHbc-IK-9QfoTbs0GWfy44PR1EgyAFSdNBqrUSRZ97oyQ																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen, KA 43 - verwoestingen op niet eerder vertoonde schaal door massavernietigingswapens en de betrokkenheid van de burgerbevolking bij oorlogvoering	"In 1916 wil de chef van de Duitse generale staf, Von Hindenburg, een aantal wetten
invoeren. Hij zegt over zijn plan:"	"Wij kunnen deze oorlog alleen winnen als we het leger voorzien van genoeg militaire middelen zodat het op gelijke sterkte blijft met onze tegenstanders. En als we ervoor zorgen dat er genoeg voedsel is voor ons hele volk. Omdat onze vijanden meer natuurlijke hulpbronnen hebben, is dit doel alleen
haalbaar als al de natuurlijke hulpbronnen in dit land en alles wat industrie en landbouw kunnen produceren exclusief wordt ingezet voor de oorlog. Dit kan worden bereikt als het Duitse volk zich volledig in dienst van het vaderland
stelt. Alle bedenkingen moeten aan de kant worden gezet, zij mogen geen rol spelen in de strijd om het voortbestaan van onze staat, de strijd om
onafhankelijkheid, welvaart en de toekomst van ons volk. Na een overwinning zal onze economie bloeien in vredestijd. Vasthouden aan een vredes-
economie zal ons niets brengen als we de oorlog verliezen. We zullen uit de geschiedenis verdwijnen en gedoemd zijn tot een complete economische
afhankelijkheid."																							
Havo	Tijdvak 9	KA 40 - Het voeren van twee wereldoorlogen, KA 45 - De verdeling van de wereld in twee ideologische blokken in de greep van een wapenwedloop en de daaruit voortvloeiende dreiging van een atoomoorlog, KA 43 - verwoestingen op niet eerder vertoonde schaal door massavernietigingswapens en de betrokkenheid van de burgerbevolking bij oorlogvoering	"Een foto uit 1945 van vrouwen in Neurenberg die bezig zijn met het opruimen van het
puin in de straten:"	https://lh4.googleusercontent.com/VJ05QnbugMBZABry0fJu_4-grjtbWZmro1GqfuuCLYIo1JUZ8zyVsp1TFNGfD3CKu1HgY496qSVHqePagPIP5WuvRNSSQReXc-ITy7Y58y23rFFFsv9lp01Oj0qUm_tDua1a4dE																							
Havo	Tijdvak 9	KA 39 - De crisis van het wereldkapitalisme	"
Foto van een rij wachtenden voor een uitkeringsinstantie, gemaakt in 1937 in de Verenigde Staten door Margaret Burke White"	https://lh3.googleusercontent.com/ubyw2CMdr9vyBxbAZAHx9Fve9SwyXwU9RkMZTegJt3Gd8P_ekUcREhDI1Sbq4hjz0vN5tjkzOqjQ7MHK7idmNM1nV5iNyVxHlmsfqC5yFBOA2OzbKwZwlez7OQe6i61G0gSJYbk	"Vertalingen
World's Highest Standard Of Living De hoogste levensstandaard van de
wereld.
There's no way like the American Way De Amerikaanse manier is de beste."																						
Havo	Tijdvak 9	KA 39 - De crisis van het wereldkapitalisme	"
Gedicht uit 1938 van Annie M.G. Schmidt (1911-1995) over een voluntair (een onbetaalde werkkracht) in de openbare bibliotheek"	"Leeszaal

Ik ben een god in 't diepst van mijn gedachten, maar in de bibliotheek (ben ik) een volontair
die hunk'rend op een baantje zit te wachten
en boeken uitleent … met een zeker air (houding).

Ik lever geestlijk voedsel aan mevrouwen die binnenkomen en alleen maar van
de allernieuwste liefdesboeken houwen,
""maar niet zo'n engerd als die Wasserman"".

Ik loop met stapels boeken rond te sjouwen en plak een etiquet op Gorters Mei.
Och, als nu juffrouw Jansen eens ging trouwen,
dan kwam er eindlijk eens een plaatsje vrij."	Toelichting "Ik ben een God in 't diepst van mijn gedachten": beroemde beginregel van een gedicht van Willem Kloos uit 1882. "Gorters Mei": het gedicht "Mei" van Herman Gorter uit 1889.	841																					
Havo	Tijdvak 9	KA 39 - De crisis van het wereldkapitalisme, betrouwbaarheid	Een foto van een werkzoekende man in Deventer, omstreeks 1935	https://lh4.googleusercontent.com/NsMmOfJdrfcCLC4cc2Majq5mxP445hq4Fjm_34vYFyED5X4YqE6qE1StVHrnpoMySX1O3tOZTqeJbdliFhaAQoqTIL7Rkw5OFxK39BUY_39w3whAN9yDJfNK8ZB_-T3GQQHJp_k	"Tekst op het bord:
''Wie helpt mij aan werk, onverschillig wat. Ik ben bekend met banketbakken, en ben een beschaafd en goed verkoper. Gerards, Binnenweg, Twello.''"																						
Havo	Tijdvak 9	KA 39 - De crisis van het wereldkapitalisme, betrouwbaarheid, KA 37 - de rol van moderne propaganda- en communicatiemiddelen en vormen van massaorganisatie	"Deze poster van de Nationaal Socialistische Beweging (NSB) verschijnt in de
jaren dertig in Nederland:"	https://lh5.googleusercontent.com/TYELTpan-w-1j6rfCse87GaIGsXlsvRkfWuKsxVaTYVPr0u-uJf7FKZAejhsmzXbtRCHzGJMHUWahqg20xSkxB5CNEP08R5nvNZe_-K0z5wrx0yKbq5Pt1ncOBRaHSHZvKjhyhc	"Teksten in de poster
Albarda zeilt; democratie is bonzenwelvaart; bonzen bouwen gerieflijke
kantoren; bonzen dineeren; wij zijn binnen; de leden stempelen; per auto naar
de Rivièra; democratie is werkersarmoede; schepen roesten; zij zoeken werk; de middenstand gaat ten onder; zoo wonen duizenden; fabrieken staan leeg; de
werkloosheid neemt toe; schippers zoeken vracht.

""Toelichting
Albarda: fractievoorzitter van de sociaaldemocratische SDAP in de Tweede Kamer.
Bonzen: invloedrijke, gewichtige personen."""																						
VWO	Tijdvak 9	KA 39 - de crisis van het wereldkapitalisme	Op 23 april 1927 publiceert de Groene Amsterdammer deze prent van de Nederlandse tekenaar Leo Jordaan met als titel: Duitslands herleving:	https://lh3.googleusercontent.com/PiKKQLllC5_XdVEpS4BGzmwyXPN8Xml_kPNBXNqQjjOVNHDf-3op9kUh905Oyvv-51j_RDvgxTxc8T49U7Kb17X_lnOohnSl-BLbQP69fFG4ukHt13c3PO43OQPh-QLJ_TGlYXM																							
VWO	Tijdvak 9	KA 39 - de crisis van het wereldkapitalisme	"Op 8 mei 1927 vaardigt Stahlhelm, een vereniging van veteranen uit de Eerste
Wereldoorlog, in Berlijn een manifest uit:"	"Stahlhelm kondigt de strijd af tegen alle meegaandheid en lafheid, die het bewustzijn van eer van het Duitse volk verzwakken en vernietigen door
afstand te doen van het recht en de wil op zelfverdediging.
Stahlhelm eist de erkenning van een nationale staat voor alle Duitsers, herstel van het Duitse recht op zelfverdediging, de effectieve herroeping van de
afgedwongen erkenning van schuld aan de oorlog, en het herstel van alle
oorlogsschade op basis van de collectieve aansprakelijkheid van alle volken die verantwoordelijk zijn voor de wereldoorlog.
Het economische en sociale lijden van ons volk wordt veroorzaakt door gebrek aan Lebensraum (leefruimte) en grondgebied om in te werken.
Stahlhelm ondersteunt een buitenlandse politiek die de mogelijkheid opent tot hervestiging van het Duitse bevolkingsoverschot en die levensvatbare
culturele, economische en politieke banden onderhoudt tussen deze gebieden en het oorspronkelijke moederland.
Stahlhelm omarmt de overtuiging dat het lot van het Duitse volk alleen mag worden bepaald door een sterk leiderschap, dat in staat en bereid is
verantwoordelijkheid te dragen. Stahlhelm eist daarom meer bevoegdheid
voor de president van het rijk, de bescherming van het welzijn van de natie en het volk tegen de grillen van parlementaire ad-hoc-overeenkomsten en
wisselvalligheden."																							
VWO	Tijdvak 9	KA 39 - de crisis van het wereldkapitalisme 	" In de jaren 1930 laat de Amerikaanse president Roosevelt fotoreportages maken over de sociaaleconomische toestand op het Amerikaanse platteland. Fotografe Dorothea Lange maakt in 1936 deze foto die bekend staat als “Migrant Mother”,
van een moeder met haar kinderen in een tentje:"	https://lh4.googleusercontent.com/1EZ9LeKvQHOkvWhyQme8vFEFmZI2IIpGwOCyZTXryjwOFQhqpH1JAyIrCDBOsylbsIndhwiv_G9AG3rzjfM2U4jGQug_qQ2irET5c1jRt6Tkj8xMt3gONvGnQjzTC1m0dD-LG4Q																							
Havo	Tijdvak 9	KA 38 - Het in praktijk brengen van de totalitaire ideologieën communisme en fascisme/nationaalsocialisme	"Op 10 november 1936 schrijft de conciërge van het Johanneum-gymnasium in
Hamburg een brief aan de leiding van de Hitlerjugend, de nationaalsocialistische jeugdbeweging in Duitsland. Daarin zegt hij"	"Als conciërge van het Johanneum gymnasium zie ik elke dag dat de verhouding tussen joden en de Hitlerjugend nog niet aansluit bij de doelstellingen van de
Hitlerjugend. Gelukkig zijn de joden aan hun uiterlijk te herkennen, anders zou je denken dat er op deze school helemaal geen joden zitten. Want ik moet helaas melden dat het gedrag van de niet-joden werkelijk beschamend is. In plaats van het joodse gespuis te mijden en te minachten, worden de joden zo
kameraadschappelijk behandeld dat elke oprecht nationaal-socialist er van moet kotsen. De braakneiging wordt nog sterker wanneer men ziet dat bij
klassenfoto's de Hitlerjungen en de joden eensgezind naast elkaar staan, alsof het rassenvraagstuk niet bestaat! Als ik een foto te pakken krijg, zal ik deze
opsturen. Bovendien is het bekend dat een lid van de HJ (Hitlerjugend) bijna
dagelijks een jood thuis ophaalt, om samen met hem naar school te gaan."																							
