NIVEAU	METADATA_TV_HC	METADATA_KA	INLEIDING_BRON1	TEKSTBRON_OFURL	TOELICHTING_BRON																						
Havo	Tijdvak 4	KA 14 - De opkomst van de stedelijke burgerij en de toenemende zelfstandigheid van steden	Overzicht van steden die stadsrechten krijgen tussen 1245 en 1259. Zowel de graaf van Holland als de bisschop van Utrecht kunnen als heer van hun gebied stadsrechten geven	https://lh4.googleusercontent.com/S-Pnbr9-5WaDHjwR-iln01wiMMXTnI4LCKSW6j7ZpQyIG65IFEve7lx7zYiCC4RlZsDV1IVyJCKwazgP6jKPb1DiwtzjA0-n3aj-pBG6LiJG46Ql7elquuxb6NpLYYI																							
Havo	Tijdvak 4	KA 14 - De opkomst van de stedelijke burgerij en de toenemende zelfstandigheid van steden	"
Op deze Engelse tekening uit omstreeks 1150 wordt de koning van Engeland, Hendrik I (1100 -1135), afgebeeld terwijl hij droomt over zijn onderdanen"	https://lh6.googleusercontent.com/Tn2cenMzbi1hIuagPYlDWhi_sTz0IC_7chOb7p6xR6sXw0DkdvUlRrnV7J0robRB-LrOaHO93Dpe0VGoIEVTLkcxOoxUfrqMrZ5Hg-v5Wp3kok0YNQIHlLqhbbJU-Lc																							
Havo	Tijdvak 4	KA 14 - De opkomst van de stedelijke burgerij en de toenemende zelfstandigheid van steden, KA 17 -   Het begin van staatsvorming en centralisatie	"
Uit het stadsrecht dat op 27 januari 1356 aan Enkhuizen verleend wordt"	"Hertog Willem van Beyeren, graaf van Holland, van Zeeland, heer van Vriesland en opvolger van het graafschap Henegouwen, maken bekend aan ieder dat wij gegeven hebben en geven voor ons en voor onze nakomelingen aan onze lieve en trouwe lieden (mensen) van Enkhuizen (...) om de vele trouwe diensten die
zij ons en onze voorvaderen vroeger gedaan hebben en ons en onze nakomelingen nog doen zullen:
− Een vrijheid en een stadsrecht aan allen die binnen de genoemde plaats nu
ter tijd wonen of hierna wonen zullen en aldaar poorter (burger van een stad) zijn, (...)
− Voorts hebben wij gegeven en geven aan onze goede lieden, hiervoor genoemd, een jaarmarkt veertien dagen lang durend (...)
− Voorts zo zullen ons onze goede lieden van onze poort van Enkhuizen
voornoemd dienen in onze heervaart (leger) met dertig mannen (...)."																							
Havo	Tijdvak 3, Tijdvak 4	KA 14 - De opkomst van de stedelijke burgerij en de toenemende zelfstandigheid van steden, KA 11 - De vrijwel volledige vervanging in West-Europa van de agrarisch-urbane cultuur door een zelfvoorzienende agrarische cultuur - georganiseerd via hofstelsel en horigheid 	"
Uit het stadsrecht van Dordrecht, 1252:"	"Indien iemand, van welke juridische status dan ook, gedurende een jaar en een dag – zonder door zijn heer te zijn opgeëist – in rust verblijf heeft
gehouden binnen deze vrijheid van Dordrecht, zal ik (graaf Willem II van Holland) hem in het vervolg als vrij van zijn heer beschouwen."																							
VWO	Tijdvak 4	KA 15 -  Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"
Op de bronzen deuren, gemaakt in ongeveer 1175, van de kathedraal van
Gniezno in het huidige Polen, staan afbeeldingen uit het leven van de heilige Adalbert, een bisschop uit de tiende eeuw. Op onderstaande afbeelding
overhandigt de Duitse keizer Otto II (955-983) de bisschopsstaf (symbool van geestelijke macht) aan Adalbert en maakt hem daarmee in 982 tot bisschop.
Rechts staat een dienaar klaar met het zwaard (symbool van wereldlijke macht)
waarmee Adalbert leenman van de keizer zal worden"	https://lh6.googleusercontent.com/pNCZUcwFdFTOvM3f--wXZU6iKTZ6MTnKHQPiV2SpvrRgJkvgwQwOwMi-4L4oHt3koa7YK5wYgqdPhZV8G5o4gWevjZ9iCI71RNcIGjUCGN6xVLHqVGJcrqmwuq9tQue7PK5h0N4																							
VWO	Tijdvak 4	KA 15 -  Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"
De theoloog Thomas van Aquino (1225-1274) schrijft omstreeks 1265"	"Nu is een bestuur hoger als het is ingesteld om een hoger doel te dienen. (…) Een dergelijk hoger bestuur (…) is toevertrouwd aan de Heer Jezus Christus, een bestuur dat eeuwig is. (…) Daarom, om het geestelijke van het aardse te scheiden, is dit soort regeren van het koninkrijk niet aan aardse koningen
toevertrouwd maar aan priesters, en in het bijzonder aan de Hoogste Priester, de opvolger van Petrus, de plaatsvervanger van Christus, de bisschop van
Rome (de paus), aan wie alle koningen van het christenvolk ondergeschikt
behoren te zijn, zoals aan de Heer Jezus Christus zelf. (…) Onder de wet van Christus moeten koningen aan priesters ondergeschikt zijn."																							
VWO	Tijdvak 4	KA 15 -  Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"
Rond 964 beschrijft bisschop Liutprand van Cremona, die benoemd is door Otto I,
een kerkvergadering waarbij de bisschoppen paus Johannes XII afzetten. De Duitse keizer Otto I leidt deze vergadering:"	"Toen iedereen zijn plaats had ingenomen en er absolute stilte heerste, begon de heilige keizer Otto als volgt: ""Hoe passend zou het zijn als
paus Johannes XII aanwezig was geweest op deze heilige vergadering. Ik
vraag u, heilige vaders, uw mening te geven over de reden waarom hij heeft geweigerd deze grootse bijeenkomst bij te wonen."" Hierop zeiden de
Romeinse bisschoppen, de kardinalen en de dekens samen met het hele volk: ""Wij zijn verbaasd dat uwe meest heilige wijsheid zich verwaardigt ons deze
vraag te stellen: zelfs de inwoners van Iberië, Babylon en Indië kennen het antwoord. Johannes is nog erger dan een van die schrokkende wolven in
schaapskleren. Zijn woestheid is overduidelijk, hij is openlijk verwikkeld in de zaken van de duivel; hij probeert niet eens het te verbergen.""
Keizer Otto antwoordde: ""Het schijnt mij juist dat de aanklachten tegen de
paus punt voor punt naar voren worden gebracht, en dat de hele vergadering dan overdenkt welke actie er moet worden ondernomen."""																							
VWO	Tijdvak 4	KA 15 -  Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben, KA 14 - De opkomst van de stedelijke burgerij en de toenemende zelfstandigheid van steden, KA 17 - Het begin van staatsvorming en centralisatie	"
De islamitische wetenschapper Albucasis (Abu al-Qasim al-Zahravi) schrijft in
Cordoba (Spanje) omstreeks 1000 een geïllustreerd handboek voor de chirurgie voor studenten in de geneeskunde. In de inleiding schrijft hij:"	"De geneeskunst is veelomvattend en het is noodzakelijk voor de beoefenaar dat hij, voordat hij de geneeskunst uitoefent, getraind is in de anatomie zoals
Galenus1) die heeft beschreven. Hierdoor is hij volledig bekend met de functie, vormen en eigenaardigheden van de ledematen; ook hoe zij zijn verbonden en hoe zij kunnen worden gescheiden. Tevens moet hij een volledig begrip
hebben van de botten, pezen en spieren, hun aantallen en
aanhechtingspunten en ook de bloedvaten (zowel aders als slagaders) met hun onderlinge samenhang. En zoals Hippocrates2) zei: ""Hoewel er vele
dokters in naam zijn, zijn er slechts weinigen in werkelijkheid, vooral op
chirurgisch gebied."" Want degene die niet geoefend is in alle anatomie zoals we hebben beschreven, zal onvermijdelijk fouten maken die levensbedreigend zijn."	"noot 1  Galenus is een Griekse geleerde uit de tweede eeuw.
noot 2  Hippocrates is een Griekse arts uit de vijfde-vierde eeuw voor Christus."																						
VWO	Tijdvak 4	KA 15 -  Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben, KA 17 -   Het begin van staatsvorming en centralisatie	"
Tussen 1529 en 1534 neemt het Engelse parlement op initiatief van koning
Hendrik VIII een reeks maatregelen die ertoe leiden dat de Kerk van Engeland zich afscheidt van de Rooms-Katholieke Kerk. Regelmatig roept Hendrik groepjes
afgevaardigden van de commons (de lage adel en burgers) bij zich om hen te
overtuigen van zijn standpunt, zoals op 10 mei 1532:"	"Geliefde onderdanen,
Wij dachten dat de geestelijken van ons koninkrijk geheel en al onze
onderdanen waren. We zijn echter tot het besef gekomen dat zij maar half onze onderdanen zijn, of zelfs nauwelijks onze onderdanen. Alle prelaten1) leggen immers tijdens hun wijding een eed af aan de paus, die duidelijk in tegenspraak is met de eed die zij aan ons afleggen, zodat ze daarom zíjn onderdanen lijken te zijn en niet de onze."	noot 1  hoge geestelijken zoals bisschoppen en abten																						
Havo	Tijdvak 4	KA 15 - Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben		Een afbeelding uit de elfde eeuw over de kroning van Karel de Grote tot keizer in 800	https://lh3.googleusercontent.com/GhRDNh0uQWub7fdp9bVgbzdQ4HiPYtQoMFUJh8tLFUuYpsarYN4O-So5ER7HLcdKm6LtwxK7P1tLhb2Pp5WPtm_wVICR6HR4RZFiYSWrmAXjvncrrABKWletLmx_uoVayd7hfPM																						
Havo	Tijdvak 4	KA 15 - Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"
De Franse bisschop Hincmar van Laon (?-879) legt als leenman een eed af aan koning Karel de Kale (823-877):"	"Ik Hincmar, bisschop van Laon, zal vanaf nu trouw zijn aan mijn heer Karel.
Als een vazal ben ik gebonden aan mijn heer en een bisschop voor mijn
koning. Als vazal zal ik gehoorzamen zoals een vazal dit hoort te doen. Als
een bisschop van Christus zal ik de wil van God gehoorzamen en zorgen voor het geestelijk heil van de koning, zo veel als in mijn vermogen ligt."																							
Havo	Tijdvak 4	KA 15 - Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"
Op 1 december 1135 sterft koning Hendrik I van Engeland. Er breekt een strijd uit over zijn opvolging tussen verschillende troonkandidaten. Op 26 december laat
Stephen van Blois zich tot koning kronen. Enkele maanden later vaardigt hij deze
oorkonde uit:"	"Ik Stephen, bij de gratie Gods tot koning van Engeland gekozen met de instemming van de geestelijkheid en het volk, en gezalfd door Willem,
aartsbisschop van Canterbury (…), en daarna bevestigd door Innocentius, paus van de heilige Roomse Stoel, gun uit respect en liefde voor God de heilige Kerk haar vrijheid en toon haar de verschuldigde eerbied. (…) Ik
bepaal dat de rechten van de kerken, bevestigd in hun privileges, en de gewoonten die zij van oudsher volgen niet mogen worden geschonden."																							
Havo	Tijdvak 4	KA 15 - Het conflict in de christelijke wereld over de vraag of de wereldlijke dan wel de geestelijke macht het primaat behoorde te hebben	"Op 8 augustus 1338 vaardigt Lodewijk de Beier, keizer van het Heilige Roomse Rijk,
de volgende wet uit:"	"In overleg met en met instemming van de keurvorsten en de andere vorsten
van het keizerrijk, verklaren wij, dat de keizerlijke waardigheid en macht direct van God komen. Nadat iemand door de keurvorsten in eendracht tot keizer is gekozen, dient hij, enkel en alleen op basis van die verkiezing, te worden
beschouwd als Rooms-keizer en te worden gehoorzaamd door alle
onderdanen van het keizerrijk. Hij zal de volledige macht uitoefenen over de toepassing van de wetten van het keizerrijk en over alle andere zaken die
behoren tot het ware keizerschap. Hij heeft geen goedkeuring, bevestiging of toestemming nodig van de paus, of van wie dan ook."																							
Havo	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten	"
In 1095 roept paus Urbanus II voor het eerst op tot een kruistocht. Volgens de kroniekschrijver Robert de Monnik zegt hij daarbij"	"Volken uit het rijk van de Perzen – een vervloekt volk, een volk dat van God is vervreemd – zijn daar (in Palestina) het gebied van de christenen
binnengedrongen en hebben dit te vuur en te zwaard verwoest en geplunderd. Een deel van de inwoners hebben zij als gevangenen meegevoerd, anderen zijn ellendig ter dood gebracht. Gods kerken zijn tot in hun grondvesten vernield of dienstbaar gemaakt aan hun eigen eredienst (…).
Laat uw hart spreken en uw ziel moed vatten door de daden van uw voorouders, de dapperheid en grootheid van Karel de Grote en uw andere koningen, die de macht van de Heilige Kerk in hun land hebben gevestigd. En vooral, laat u
bewegen ter wille van het Heilige Graf van Jezus Christus, onze Verlosser, dat door onreine volken in bezit is genomen.
Laat varen uw onderlinge haat en twisten, maak een einde aan uw strijd,
beslecht uw bittere onenigheid. Begeeft u op weg naar het Heilige Graf, ontruk het land aan de handen van dat verfoeilijke volk."																							
Havo	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten	"
In 1095 roept paus Urbanus II voor het eerst op tot een kruistocht. Volgens de kroniekschrijver Robert de Monnik zegt hij daarbij"	"Volken uit het rijk van de Perzen – een vervloekt volk, een volk dat van God is vervreemd – zijn daar (in Palestina) het gebied van de christenen
binnengedrongen en hebben dit te vuur en te zwaard verwoest en geplunderd. Een deel van de inwoners hebben zij als gevangenen meegevoerd, anderen zijn ellendig ter dood gebracht. Gods kerken zijn tot in hun grondvesten vernield of dienstbaar gemaakt aan hun eigen eredienst (…).
Laat uw hart spreken en uw ziel moed vatten door de daden van uw voorouders, de dapperheid en grootheid van Karel de Grote en uw andere koningen, die de macht van de Heilige Kerk in hun land hebben gevestigd. En vooral, laat u
bewegen ter wille van het Heilige Graf van Jezus Christus, onze Verlosser, dat door onreine volken in bezit is genomen.
Laat varen uw onderlinge haat en twisten, maak een einde aan uw strijd,
beslecht uw bittere onenigheid. Begeeft u op weg naar het Heilige Graf, ontruk het land aan de handen van dat verfoeilijke volk."		978																					
VWO	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten	"
Een veertiende-eeuws Frans miniatuur over de eerste kruistocht:"	https://lh3.googleusercontent.com/A-k5rW66vOvTILkmFG0Un_IJg-YE426rVglCFNWZMLbHatdubNClyYwc-ZbWBThdgxH1R6EMjQu2ChQsVG97yebIszVkH37Y9VI0iSlA3rh0BqgOt3y5uCyTGoEeEnU4L9Fuxso	"Toelichting (van links naar rechts, van boven naar beneden)
1    Boodschappers melden in Europa dat de Turken de Heilige stad Jeruzalem hebben veroverd.
2    Christenen in het Heilige Land worden door hun vijanden gemarteld.
3    De kruisvaarders rijden Jeruzalem binnen.
4    De kerk van het Heilige Graf wordt gebouwd in Jeruzalem.
5    De ridders verdedigen Jeruzalem.
6    Pelgrims trekken ongehinderd naar Jeruzalem."																						
Havo	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten, 	"
De Franse monnik Humbert de Romans schrijft in 1270 over markten en jaarmarkten:"	"Hoewel de termen markt en jaarmarkt vaak door elkaar heen worden gebruikt, is er wel degelijk verschil tussen beide. Op jaarmarkten worden dure zaken
verkocht, ze vinden slechts één keer per jaar plaats en er komen mensen naartoe van heinde en verre. Gewone markten zijn voor de onbelangrijke dingen, de dagelijkse levensbehoeften, ze worden wekelijks gehouden en alleen bezocht door de mensen uit de streek."																							
Havo	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten, KA 18 -   Het begin van de Europese overzeese expansie, KA 29 -  uitbouw van de Europese overheersing - met name in de vorm van plantagekoloniën en de daarmee verbonden transatlantische slavenhandel en de opkomst van het abolitionisme.	"
Columbus houdt tijdens zijn eerste reis naar Amerika een dagboek bij van
3 augustus 1492 tot 15 maart 1493. Hij opent zijn dagboek met een dankwoord aan het Spaanse koningspaar Ferdinand van Aragon en Isabella van Castilië, dat hem de opdracht voor de reis heeft gegeven:"	"Het was in dit jaar 1492 dat uwe Hoogheden een einde maakten aan de strijd met de Moren die in Europa heersten. Het was de tweede dag in januari van ditzelfde jaar, dat ik in de grote stad Granada de koninklijke banieren van uwe Hoogheden van de torens van de machtige vesting van die stad, het
Alhambra, zag wapperen. (…) Later in diezelfde maand, nadat ik uwe Hoogheden had mogen inlichten over het land India en over een daar wonende prins genaamd de Grote Khan, (…) heeft u besloten mij,
Christoffel Columbus, naar die gebieden in India te zenden om die landen,
hun volkeren en hun prinsen te leren kennen, hun aard, hun gewoonten en al wat daarmee samenhangt te bestuderen. En ook om na te gaan welke
maatregelen zouden kunnen worden genomen om hen tot het ware, heilige
geloof te bekeren. (…) Uwe Hoogheden, als katholieke christenen en prinsen zozeer verbonden met het heilige christelijke geloof en de verspreiding
daarvan en als zodanig vijanden van de mohammedaanse leer, hebben mij bevolen om naar dat oosten te gaan; echter niet als gewoonlijk over land,
maar in westelijke richting! Tot op de huidige dag weten we niet met zekerheid of ooit iemand dat eerder heeft gedaan."																							
VWO	Tijdvak 4	KA 16 -   De expansie van de christelijke wereld naar buiten toe, onder andere in de vorm van de kruistochten, KA 19 - Het veranderende mens- en wereldbeeld van de renaissance en het begin van een nieuwe wetenschappelijke belangstelling	"
In 1500 neemt Pero Vaz de Caminha deel aan de Portugese expeditie waarbij Brazilië wordt ontdekt. Hij schrijft in een brief aan koning Manuel I van Portugal over de
eerste contacten met de oorspronkelijke bevolking:"	"Ze hebben steil haar, dat hoog opgeknipt is, en van de oren naar beneden is hun hoofd helemaal kaalgeschoren. Een van hen droeg van slaap tot slaap op het achterhoofd een soort gele pruik met vogelveren van een centimeter of vijf lang, heel dik en dicht op elkaar, die de nek en de oren bedekte. De pruik was veer voor veer op het haar geplakt, in een zachte massa zoals bijenwas, maar dat was het niet. Op deze manier kregen ze die pruik zeer rond, dik en
gelijkmatig. (...)
Het lijkt zo'n onwetend volk dat het zich, naar het mij toeschijnt, snel zou laten kerstenen, omdat het lijkt alsof ze geen enkel geloof hebben. (…) ik twijfel er dan ook niet aan dat ze christenen zullen worden en ons heilige geloof zullen aanhangen, als Zijne Majesteit dat toestaat, maar het staat vast dat dit volk
goed en van een grote eenvoud is en onmiddellijk iedere godsdienst zou aanvaarden die men hun zou willen geven."																							
Havo	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	Deze  bestaat uit drie fragmenten van documenten uit de regering van Karel V:	"fragment A
Op de vergadering komen sommige stadhouders van het ene gewest of het andere gewest en daarnaast enkele geleerden en voortreffelijke mannen die door hun deugd, waarde en verdiensten, gekozen worden door de landsheer voor deze waardige taak.
fragment B
Nadat we gisteren hier de rede van Luther hebben gehoord, zeg ik u dat ik het betreur zo lang te hebben geaarzeld tegen hem op te treden. Ik wil hem nooit meer horen! Hij moge zijn vrijgeleide hebben! Maar ik zal hem voortaan als
beruchte ketter beschouwen en hoop dat gij allen als goede christenen hetzelfde zult doen.
fragment C
Wij bevelen voorts dat niemand het waagt personen die voor ketter gehouden worden of van ketterij verdacht worden, te herbergen, te laten logeren, in zijn huis te ontvangen, voedsel, kleren of geld te verstrekken of anderszins te
begunstigen."																							
Havo	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	"Juan de Sepulvéda heeft geen bezwaar tegen de slavernij voor Indianen. Hij
zegt in 1550:"	"Hou jezelf niet voor de gek door te denken dat de Indianen in een idyllische wereld leefden voordat de Spanjaarden kwamen. Integendeel, ze voerden onophoudelijk wrede oorlogen tegen elkaar en maakten zich schuldig aan
kannibalisme op de overwonnenen. Is er al met al overtuigender bewijs van de meerderwaardigheid van sommige mensen boven andere wat betreft
intelligentie, geest en dapperheid, en het feit dat zulke mensen van nature slaven zijn? Het is waar dat sommigen aanleg hebben voor bepaalde
ambachten, maar dat is geen bewijs voor hun menselijke intelligentie. We weten immers dat dieren, vogels en spinnen, bepaald werk kunnen doen dat geen
enkel mens ze kan nadoen. Kortom, dit zijn de gewoonten van deze
minderwaardige mensen, barbaars, onbeschaafd en onmenselijk, voordat de
Spanjaarden arriveerden. En dan spreken we nog niet eens over hun heidense godsdienst en hun zondige offers waarin ze de duivel als hun god vereerden, in de overtuiging dat ze hem geen beter offer konden brengen dan de harten van mensen. Hoe kunnen we er aan twijfelen, dat deze volken, zo onbeschaafd, zo barbaars en zo aangetast door ontaarding en ondeugd, met recht zijn
overwonnen door een natie die menselijk is en uitblinkt in zoveel deugden?"			9																				
Havo	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	"
Miniatuur omstreeks 1454 gemaakt in opdracht van hertog Filips de Goede:"	https://lh3.googleusercontent.com/xElo5iYi4eTPXYv6L5p3-2DTHFOJBc52XdX__sHLdU7_YQCNw69J3M0ubZFy7GR4pJX5qRTgQd5tH8WV44LUs6OUlaEI6CMIO6B7434RgoiQBO0PExLRUvdms3QqRk_XUzfwt5c	"Toelichting
In 1451 komen de burgers van de stad Gent in opstand tegen hertog
Filips de Goede als deze de stad nieuwe belastingen wil opleggen. Filips verslaat het leger van Gent, waarna de Vrede van Gavere wordt gesloten. Onderdeel van het vredesverdrag is dat de stad een deel van de privileges verliest,
350.000 goudstukken moet betalen en de banieren van de gilden (organisaties
van de verschillende beroepsgroepen) moet overhandigen. De burgers van Gent moeten buiten de stad, geknield, in wit boetekleed, vergiffenis vragen aan de
hertog."																						
VWO	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	" Uit het Edict van Villers-Cotterêts, uitgegeven door koning François I van
Frankrijk (1539)"	"Artikel 111: Wij willen dat voortaan alle besluiten, zowel van onze koninklijke gerechtshoven als van ondergeschikte en lagere rechtbanken, registers,
verhoren, contracten, machtigingen, testamenten en andere akten worden
uitgesproken, opgeschreven en uitgegeven aan partijen in de moedertaal, het Frans, en niet anders."																							
VWO	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	"In 1247 laat koning Lodewijk IX van Frankrijk een onderzoek instellen in Normandië.
Speciale controleurs noteren de klachten van de plaatselijke bevolking:"	"Klacht nummer 465: De abt en het klooster van Silly-en-Gouffern beklagen
zich erover dat de koning belasting heft op de verkoop van hout uit de bossen van Blanefosse in de parochies Saint-Martin-sur-Vivre en Belhotel. De abdij was gewend het hout belastingvrij te verkopen in de tijd van koning Filips en
in de tijd van de vader van de huidige koning."																							
VWO	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie	"
In 1210 bestormt en plundert een boze menigte het huis van een belangrijke
geestelijke in Chartres (Frankrijk). De menigte wordt opgehitst door dienaren van de graaf van Blois-Chartres. In kerkelijke boeken staat over de afhandeling:"	"Op de zevende dag nadat de heiligschennis was gepleegd gingen de deken1) (wiens huis werd geplunderd) en bijna alle geestelijken in Chartres op
audiëntie bij Filips, de grootse koning van de Franken, die al had gehoord van deze misdaad. En daar deden zij hun beklag en verklaarden aan de koning tot in het kleinste detail wie de leiders van de heiligschenners waren, namelijk de provoost, de maarschalk2) en hun handlangers, en de koning raadpleegde
daarop zijn adviseurs. Hij verklaarde dat zijn loyaliteit lag bij de deken en de
andere geestelijken maar dat hij eerst de zaak zelf wilde onderzoeken voordat hij als rechter kon optreden. De week daarop bezocht hij de kerk in Chartres op bedevaartstocht (...). Toen kwam de dag van Allerheiligen, de dag waarop de deken en geestelijken naar de koninklijke rechtbank gingen en het oordeel van de koning afwachtten. De koning sprak als vonnis uit dat de provoost en de maarschalk zich publiekelijk moesten verontschuldigen bij de deken en bij de kerk van Chartres in het bijzijn van burgers en geestelijken (...) en dat zij
vervolgens de schade moesten vergoeden van de plundering (...). En daarna kondigde de koning aan, dat dezelfde misdadigers door hun daden niet alleen de deken en de kerk hadden beledigd, maar ook Zijne Koninklijke Hoogheid
en daarom een boete moesten betalen van 3000 pond. De koning bepaalde dat de bisschop hiervan 500 pond moest krijgen, de kerk 1500 pond en de deken 60 pond vanwege de schade die hij had opgelopen. De koning
bepaalde daarna dat een derde van de boete (1000 pond) naar de koninklijke schatkist moest vloeien. Daarna bepaalde de koning dat de misdadigers en
hun handlangers op een kerkelijke feestdag ontkleed een processie moesten lopen voor de gehele bevolking. Zij moesten daarbij twijgen meedragen zodat zij bij het eind van de processie voor het oog van God en de bevolking
getuchtigd konden worden bij het altaar."																							
Havo	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie, KA 21 -  De protestantse reformatie die splitsing van de christelijke kerk in West-Europa tot gevolg had	"
In Worms (Duitsland) vindt in 1521 een vergadering plaats waarbij de monnik Maarten Luther zijn stellingen tegen misstanden binnen de rooms-katholieke kerk verdedigt.
Keizer Karel V zegt daarover tegen de aanwezige Duitse vorsten:"	"Ge weet, dat ik afstam van de aller christelijkste keizers van de edele Duitse natie (…). Naar hun voorbeeld heb ik tot dusver steeds geleefd. Want het is zeker dat één enkele broeder dwaalt, als hij zich keert tegen de mening van de gehele christenheid, omdat die christenheid anders duizend jaar of nog
langer gedwaald zou moeten hebben. Daarvoor ben ik ook vastbesloten mijn koninkrijken en heerlijkheden, vrienden, lichaam en bloed, leven en ziel, in te zetten. Want het zou een schande zijn voor ons en voor u, gij leden van de
edele Duitse natie, als door onze nalatigheid ook maar een schijn van ketterij en aantasting van het christelijk geloof in de harten der mensen zou
binnensluipen. Nadat we gisteren hier de rede van Luther hebben gehoord, zeg ik u dat ik het betreur zo lang te hebben geaarzeld tegen hem op te
treden. Ik wil hem nooit meer horen. Hij moge zijn vrijgeleide hebben! Maar ik zal hem voortaan als notoire ketter beschouwen en hoop dat gij allen als
goede christenen hetzelfde zult doen."																							
VWO	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie, KA 21 -  De protestantse reformatie die splitsing van de christelijke kerk in West-Europa tot gevolg had	"
De kerkhervormer Maarten Luther wordt op 3 april 1521 door de paus in de kerkelijke ban gedaan. De Duitse keizer Karel V wil Luther uit het Duitse Rijk
verbannen. Op dat moment zijn de Duitse vorsten (het Duitse keizerrijk bestaat uit een aantal verschillende vorstendommen) bijeen in Worms voor een
Rijksdag, een vergadering onder leiding van de keizer. Hier mag Luther zich verdedigen, maar hij wordt uiteindelijk toch door de keizer in de (rijks)ban
gedaan. Luther is dan al ondergedoken op een kasteel van de keurvorst van
Saksen, een van de leden van de Rijksdag. In zijn verdediging voor de Rijksdag zegt Maarten Luther"	"“Zeer grootmogende keizer, zeer hoogmogende keurvorsten1), vorsten en
edelen. Van de twee punten die mij gisteren zijn voorgelegd door uwe keizerlijke majesteit en uw hoogmogendheden, namelijk of ik de gewraakte (afgekeurde) en op mijn naam staande geschriften als de mijne erken en erachter blijf staan of
ze wil herroepen, heb ik op het eerste punt al meteen kort en klaar geantwoord, namelijk dat deze boekjes inderdaad mijn werk zijn en onder mijn naam
gepubliceerd. (…)
Nu uwe keizerlijke majesteit en uwe hoogheden een eenvoudig antwoord wensen, geef ik een antwoord zonder talmen of omhaal (…): alleen
getuigenissen van de Heilige Schrift of overtuigende bewijzen kunnen mij in het ongelijk stellen. Want ik geloof noch de paus, noch de concilies alleen, omdat het zonneklaar is dat zij zich herhaaldelijk hebben vergist en zichzelf hebben
tegengesproken. Ik kan alleen overwonnen worden door de Heilige Schriften die ik heb aangehaald. En aangezien mijn geweten gevangen is in Gods woord, kan ik en wil ik niets herroepen, omdat het bezwaarlijk, onheilzaam en gevaarlijk is om tegen het geweten in te handelen. (…) De concilies2) kunnen dwalen en
hebben gedwaald, dat is zonneklaar en ik zal het bewijzen. God moge mij te
hulp komen. Amen. Hier ben ik.”"	"noot 1   de keurvorsten zijn de Duitse vorsten die de keizer van het Duitse Rijk kiezen
noot 2   op een concilie vergaderen rooms-katholieke bisschoppen over geloofszaken"																						
Havo	Tijdvak 4	KA 17 -   Het begin van staatsvorming en centralisatie, KA 23 -  Het streven van vorsten naar absolute macht	"
Marino Cavalli is de ambassadeur van Venetië aan het hof van de Franse koning Frans I. Cavalli schrijft een portret van de koning aan het einde van
diens regeerperiode in 1546:"	"Daar ligt naar mijn gevoel Frankrijks sterkte: eenheid en gehoorzaamheid.
Zonder twijfel behoort de vrijheid tot de meest waardevolle dingen op aarde.
Maar niet alle mensen zijn de vrijheid waardig. Er zijn mensen die geboren zijn om te gehoorzamen, anderen zijn gemaakt om te bevelen. Handelt ge
andersom, dan zult ge de rampen op uw hoofd krijgen die Duitsland teisteren en die vroeger de Spaanse natie geschokt hebben. Aldus hebben de Fransen, die zich misschien weinig geschikt voelden om zichzelf te regeren, hun vrijheid
en hun wil helemaal in handen van hun koning gelegd."																							
